Recipient Balochi BantuKenya BantuSouthAfrica Druze EastSicilian English Hadza Han Ireland Japanese Makrani Mandenka Maya Naxi Russian Sardinian Saudi Scottish She Sindhi Surui Syrian Turkish UAE Uygur Yemeni
Turkish6 19.682 2.675 1.394 37.013 7.978 7.321 0.443 11.885 7.224 9.562 17.617 3.633 11.364 3.173 18.416 24.543 8.223 6.626 3.127 18.903 2.761 13.273 14.993 8.771 5.321 2.702
Turkish7 15.443 1.709 1.005 36.700 7.549 4.844 0.681 14.398 6.072 11.667 14.434 3.644 10.292 3.509 27.209 24.157 7.835 7.463 5.215 17.419 2.894 12.567 15.488 7.371 6.389 2.669
Turkish8 14.145 2.026 1.187 33.568 9.177 5.251 0.508 11.760 8.980 9.992 18.033 3.369 8.956 2.676 25.175 26.635 8.591 6.866 4.944 16.745 4.393 13.685 14.890 5.877 7.855 3.339
Turkish9 16.403 1.677 1.052 36.317 10.935 4.955 0.529 13.737 6.490 9.579 14.912 3.916 9.470 3.314 26.387 31.149 8.754 5.643 4.332 13.709 3.022 14.448 12.831 6.335 5.786 2.942
Turkish10 13.311 1.626 1.343 37.544 10.856 5.274 0.475 11.360 7.798 8.175 17.420 3.300 9.299 2.626 23.889 28.063 8.665 5.769 3.533 17.692 2.491 15.569 15.910 6.717 6.351 3.567
Turkish11 16.138 2.181 1.192 34.256 10.693 5.476 0.676 13.577 7.003 10.509 19.269 3.731 8.669 2.896 22.292 26.408 7.029 7.020 3.897 17.826 2.633 13.029 14.388 6.692 8.436 2.707
Turkish12 16.225 2.022 1.107 35.143 8.642 5.621 0.575 15.625 8.970 14.807 14.532 4.030 9.668 4.673 20.947 24.302 7.526 4.661 4.371 17.458 2.908 12.849 16.104 6.495 7.054 2.308
Turkish13 14.593 1.644 1.235 33.824 8.674 8.219 0.690 15.250 5.769 11.908 18.139 3.697 10.656 4.115 25.692 21.751 6.746 6.114 4.946 17.351 3.494 13.577 13.942 6.653 7.626 2.317
Turkish14 16.035 1.689 1.231 38.672 9.280 7.358 0.450 14.216 4.702 12.033 16.664 3.701 10.661 3.278 22.516 24.303 6.825 5.107 4.487 16.243 4.376 13.952 14.213 7.936 6.771 1.925
Turkish15 19.316 2.330 1.241 33.674 10.079 6.741 0.736 12.455 7.973 11.489 13.987 3.747 9.297 3.391 20.579 28.301 7.419 6.279 3.408 16.420 2.452 13.831 16.154 6.945 8.206 2.172
Turkish16 14.911 1.663 1.018 40.069 9.493 5.038 0.482 13.438 5.996 9.723 16.302 3.721 8.165 3.467 20.828 28.043 9.142 6.019 3.194 16.740 1.969 15.772 16.649 6.907 6.866 3.010
Turkish17 16.017 2.586 1.432 33.190 8.937 6.229 0.434 13.067 8.698 10.843 16.638 3.915 11.426 2.994 23.407 24.314 7.695 4.914 3.363 17.865 2.996 14.956 14.961 6.465 7.147 4.134
UAE1 12.803 5.106 3.799 40.491 9.098 3.557 1.316 11.407 3.801 9.902 15.133 9.542 6.972 3.081 17.277 23.225 12.442 4.017 3.071 12.496 1.963 17.402 13.497 19.900 4.330 2.995
UAE2 15.100 3.192 4.527 37.190 6.492 3.977 0.898 11.192 4.679 10.155 14.275 6.372 7.295 3.007 15.362 21.895 18.694 3.872 3.476 12.735 2.171 13.133 12.799 29.584 3.603 2.947
UAE3 14.122 4.004 4.408 33.571 6.765 2.993 1.121 9.087 4.221 8.386 13.380 7.682 6.811 2.262 15.703 21.088 17.322 4.350 2.675 13.468 1.975 14.820 14.704 36.902 4.385 2.416
UAE4 16.792 7.591 7.040 28.613 6.397 4.424 1.251 11.069 4.894 10.855 20.428 9.768 8.558 3.079 15.333 15.272 12.417 4.618 3.306 16.641 2.564 12.412 10.085 26.732 5.329 3.156
UAE5 16.749 7.139 3.829 35.107 8.637 3.152 1.366 13.218 3.376 11.023 18.771 9.643 9.063 2.258 15.090 21.650 7.930 3.760 3.582 19.441 3.449 17.885 14.125 8.746 5.182 4.454
UAE6 13.997 2.015 1.678 34.040 7.024 3.668 0.558 9.178 4.489 7.318 13.638 4.246 7.231 1.849 18.109 19.867 23.190 4.783 2.487 12.294 3.068 16.664 11.547 36.972 4.147 4.566
UAE7 14.222 4.357 3.887 33.484 6.446 3.379 1.287 9.656 3.927 7.083 14.235 7.075 6.993 2.308 15.571 15.888 17.570 2.878 2.797 15.245 1.859 17.652 11.382 42.243 3.571 3.628
UAE8 12.810 12.059 12.928 29.799 5.300 2.652 2.713 10.262 3.508 7.924 14.254 19.132 6.266 2.791 12.080 16.521 11.623 2.620 2.966 14.492 1.874 9.986 10.052 33.527 5.434 5.050
UAE9 11.707 2.051 1.982 38.532 9.449 4.604 0.535 9.689 4.811 7.449 15.142 4.065 6.829 2.034 16.953 25.832 17.387 4.208 3.050 14.024 2.221 13.405 13.405 30.459 3.524 5.275
Uygur1 12.564 2.077 1.630 20.898 6.213 4.479 0.502 35.935 3.492 31.202 16.118 3.977 14.094 7.723 15.841 14.599 5.441 4.121 11.966 15.949 4.687 9.294 11.043 4.246 8.710 1.823
Uygur2 16.843 2.400 1.255 22.698 5.959 4.147 0.636 29.262 6.324 22.957 16.014 3.719 12.825 8.408 19.019 19.379 5.785 5.081 7.912 18.302 5.072 10.425 9.887 4.066 8.568 1.676
Uygur3 12.732 1.677 1.193 19.652 5.982 5.036 0.415 31.756 3.965 27.331 20.426 3.647 13.083 7.537 18.138 14.835 5.032 5.080 9.166 14.254 4.611 11.457 13.241 3.543 11.944 2.890
Uygur4 17.178 2.505 1.574 22.694 6.234 4.339 0.527 28.887 5.461 27.350 14.453 3.763 13.688 8.495 18.786 14.944 4.957 3.491 8.757 16.501 4.473 12.300 11.778 4.183 9.436 1.868
Uygur5 13.239 1.765 1.293 20.903 5.202 2.840 0.531 36.055 4.577 33.270 11.415 3.595 16.546 9.122 16.269 14.523 5.481 3.452 11.726 14.987 4.434 9.061 14.550 4.535 7.654 1.599
Uygur6 12.216 1.601 1.390 17.447 3.694 3.528 0.512 40.472 4.394 33.196 13.155 4.172 14.041 6.977 21.234 13.933 3.836 3.658 9.571 12.459 6.165 8.469 13.121 3.393 14.176 1.814
Uygur7 13.261 1.648 1.135 25.999 7.584 4.995 0.607 24.988 3.973 23.667 15.491 4.056 13.273 6.262 19.895 20.645 5.920 4.003 8.404 15.732 5.823 10.644 14.447 5.415 8.876 1.880
Uygur8 14.229 1.691 1.282 21.894 5.564 3.598 0.619 28.653 5.404 23.985 13.947 3.497 14.359 8.945 20.908 17.200 6.524 4.013 11.611 17.950 3.718 10.341 14.547 5.217 6.746 2.180
Uygur9 13.449 2.388 1.263 23.177 5.819 3.754 0.480 31.714 4.241 33.771 14.361 3.958 14.750 8.786 18.823 14.540 5.084 3.744 9.352 14.666 3.808 7.349 13.242 4.061 10.351 1.691
Uygur10 13.418 1.901 1.315 23.899 7.204 3.969 0.377 30.016 6.969 23.290 15.837 3.575 16.305 6.774 18.538 15.237 6.521 3.956 7.794 15.137 6.749 9.040 11.731 4.484 12.764 1.822
Yemeni1 11.280 4.170 2.040 19.486 4.920 1.903 0.667 7.484 3.539 7.008 9.862 5.636 5.905 1.840 11.691 10.408 6.623 1.984 1.884 9.380 1.818 6.625 6.292 5.670 2.650 117.861
Yemeni2 12.409 9.380 7.582 34.580 9.028 3.417 2.311 11.887 3.998 9.349 15.702 15.780 8.007 3.049 18.908 19.794 17.023 3.561 2.981 14.495 2.925 12.338 10.503 11.787 5.848 1.979
Yemeni3 14.427 9.489 6.358 37.419 7.783 5.332 2.281 10.740 4.854 9.651 19.433 13.077 7.562 2.313 15.837 20.166 13.498 5.533 2.740 14.075 2.542 12.834 13.111 8.986 6.691 1.893
Yemeni4 7.012 5.502 4.886 15.762 4.801 1.780 1.153 7.021 2.157 5.692 7.363 12.117 4.049 1.313 8.551 12.968 7.868 3.722 1.666 8.351 1.212 6.916 7.490 4.924 2.468 121.879
FrenchYoruba1 9.238 28.197 29.587 20.286 6.560 3.881 2.828 9.905 5.178 8.031 10.083 49.474 7.016 2.570 12.492 15.882 4.293 4.369 2.432 9.962 1.935 7.421 7.088 4.293 3.359 2.264
FrenchYoruba2 9.188 27.881 18.575 21.927 5.865 4.532 2.733 8.744 3.205 6.946 9.637 47.415 5.802 1.872 17.623 18.084 5.910 4.627 2.435 10.987 1.816 8.927 9.803 6.977 4.308 2.806
FrenchYoruba3 11.970 18.156 13.110 25.631 6.894 6.168 3.486 9.337 5.402 7.447 14.632 32.301 6.582 2.588 22.373 16.400 5.742 8.642 2.926 11.820 2.108 9.543 10.334 8.121 4.518 2.393
FrenchYoruba4 9.649 25.475 13.703 22.241 6.801 6.393 3.886 9.921 6.523 7.460 10.899 39.047 7.777 2.877 20.873 20.261 4.504 5.762 2.670 9.112 3.419 9.533 8.328 4.581 4.958 1.969
FrenchYoruba5 8.679 23.524 16.901 21.219 5.673 5.288 2.713 9.239 5.797 6.178 10.369 43.457 5.484 2.382 16.811 21.678 4.934 5.685 2.291 11.554 2.000 14.706 8.040 6.848 4.783 2.393
FrenchYoruba6 11.270 13.112 12.286 24.173 12.257 6.882 3.317 8.825 6.275 8.125 10.883 27.710 7.436 2.001 23.573 23.805 6.137 7.879 2.710 11.444 2.554 11.667 10.739 6.398 5.148 2.016
FrenchYoruba7 8.082 26.322 18.225 21.620 7.632 6.944 2.794 8.915 6.640 7.545 9.722 38.242 7.064 2.422 18.149 19.800 4.796 3.818 2.325 10.701 1.838 10.492 10.991 6.537 4.049 2.961
FrenchYoruba8 8.041 25.696 20.856 19.247 8.032 2.342 3.353 8.855 5.508 7.331 12.214 41.164 6.406 2.422 17.838 22.175 5.676 5.967 2.751 10.523 2.307 9.664 7.417 5.646 4.632 2.559
FrenchYoruba9 9.939 18.547 17.338 24.521 6.592 3.635 2.991 8.080 8.355 7.668 10.887 40.224 7.283 2.356 17.792 20.250 6.423 8.082 2.813 11.947 1.843 8.521 10.213 5.952 4.287 2.084
FrenchYoruba10 10.310 23.604 14.657 22.353 7.300 4.175 2.194 10.784 6.061 8.029 12.605 30.871 6.066 2.656 22.456 25.033 5.904 6.106 3.180 9.106 2.994 9.535 9.763 6.025 4.543 2.314
FrenchYoruba11 9.174 25.702 15.870 25.691 5.873 4.062 3.930 9.362 5.187 7.468 12.886 44.712 6.957 2.421 17.258 15.009 4.562 7.856 2.329 10.116 2.128 9.345 8.015 6.299 3.446 2.965
FrenchYoruba12 10.269 23.221 17.212 21.973 5.592 3.074 3.641 8.810 6.507 7.038 12.784 51.372 5.652 2.992 16.983 17.662 5.580 5.479 2.364 10.686 2.282 7.814 9.032 3.950 3.996 2.656
FrenchYoruba13 9.669 21.830 14.470 25.281 6.581 5.005 3.618 8.875 4.932 7.685 12.469 40.142 7.882 2.377 21.438 15.857 5.988 6.102 3.347 11.159 2.189 8.710 9.431 6.038 4.950 2.599
FrenchYoruba14 11.397 20.910 20.433 24.633 5.452 4.389 2.624 8.992 5.333 7.403 13.291 38.880 6.428 2.631 16.144 22.163 5.202 5.433 2.442 10.724 2.633 9.954 9.705 4.244 4.309 2.872
FrenchYoruba15 9.234 24.526 17.159 21.213 7.104 4.223 2.183 8.488 6.323 7.703 13.194 42.563 6.334 2.549 16.822 21.581 5.387 4.465 2.577 10.461 1.955 10.258 9.883 4.888 4.640 2.908
FrenchYoruba16 10.830 30.210 17.645 23.275 5.282 3.268 3.085 8.775 4.675 6.943 12.127 49.239 6.265 1.868 14.122 16.365 6.405 3.857 2.673 10.814 1.880 9.029 8.440 5.278 3.571 2.700
FrenchYoruba17 10.217 19.919 15.245 20.771 7.356 5.430 4.819 9.391 5.459 7.938 12.148 43.014 9.531 2.663 16.861 20.360 7.220 6.268 2.881 10.207 2.646 8.242 9.089 4.708 4.069 2.171
FrenchYoruba18 11.486 20.616 13.655 24.130 9.350 5.001 1.874 10.019 8.139 7.817 12.042 32.811 6.521 1.746 19.208 23.888 6.555 4.869 3.480 11.749 1.857 9.292 9.275 7.044 3.777 2.421
FrenchYoruba19 10.341 21.491 10.821 19.439 6.941 3.512 3.472 9.750 7.858 8.917 11.429 36.715 8.187 2.262 17.113 21.587 7.337 8.052 2.606 13.195 2.647 11.258 9.495 6.703 4.149 3.345
FrenchYoruba20 9.420 17.219 14.218 24.726 8.274 6.015 2.037 8.315 5.803 7.629 11.433 35.263 7.631 2.461 17.780 24.309 5.228 9.538 2.546 12.677 2.287 11.065 10.464 4.888 4.543 2.854
FrenchYoruba21 8.768 25.318 17.075 21.717 7.540 5.908 2.027 9.560 7.705 6.731 12.659 41.796 6.748 2.039 15.871 18.295 6.480 4.316 2.408 13.586 2.346 10.115 7.833 4.569 4.570 2.645
FrenchYoruba22 9.625 24.679 17.194 18.590 6.324 3.103 3.708 9.860 7.011 8.199 11.058 44.672 7.651 2.350 19.908 21.649 6.709 3.795 2.672 8.750 1.742 7.874 8.189 6.416 4.459 2.433
FrenchYoruba23 12.051 16.908 12.812 23.609 9.551 3.847 1.976 10.419 7.072 8.253 11.713 27.638 8.445 2.094 22.458 20.963 6.850 5.619 3.214 11.891 2.795 13.577 10.302 7.434 4.617 2.514
FrenchYoruba24 11.806 20.739 17.291 23.592 7.276 5.157 2.661 8.618 6.622 7.556 9.687 47.771 7.296 2.351 15.393 17.174 5.164 5.876 2.279 10.573 1.997 8.977 8.049 7.321 4.660 2.735
FrenchYoruba25 7.397 27.835 31.356 16.844 4.053 3.258 3.674 7.732 5.053 5.632 9.497 60.269 5.366 1.876 14.510 16.953 4.866 3.546 2.395 8.273 1.900 8.343 5.790 6.183 4.335 1.686
FrenchYoruba26 10.412 28.273 16.316 19.408 6.981 4.610 2.216 9.480 7.041 7.823 10.180 46.862 7.368 2.064 15.677 20.095 4.386 4.181 2.408 9.974 1.851 9.930 8.237 6.578 4.095 2.175
FrenchYoruba27 8.879 27.928 20.963 18.012 5.858 3.093 2.497 9.606 4.451 8.673 10.669 49.732 7.674 2.062 16.876 14.119 7.389 4.190 2.890 12.196 2.279 7.630 8.442 5.688 3.657 3.167
FrenchYoruba28 10.102 29.301 24.693 20.149 7.239 3.240 3.330 8.378 5.183 8.303 10.741 49.173 6.322 2.734 13.764 16.858 4.753 3.434 2.383 9.436 2.058 8.745 7.422 5.246 3.741 1.892
FrenchYoruba29 9.272 27.728 17.926 20.834 5.715 5.118 3.000 9.293 6.049 8.827 10.859 39.579 6.655 1.869 15.814 20.616 4.899 7.564 3.210 10.391 2.105 11.470 7.719 5.975 4.088 2.050
FrenchYoruba30 10.953 19.478 14.690 22.484 7.865 5.355 2.757 8.964 7.734 7.753 12.018 30.396 7.858 2.159 26.363 21.685 4.892 5.693 2.276 12.074 2.324 10.613 9.972 4.075 5.588 2.606
FrenchYoruba31 10.303 24.887 16.655 22.080 6.273 4.089 2.333 9.593 4.808 8.792 10.763 43.428 5.704 1.932 18.226 21.214 6.364 4.978 2.638 11.588 2.288 9.446 8.175 4.424 5.399 2.243
FrenchYoruba32 8.645 25.109 20.304 21.060 8.219 5.710 4.282 9.397 4.998 7.680 11.522 46.352 5.922 2.206 17.284 16.882 5.054 6.172 2.457 10.691 1.915 7.878 8.389 3.960 3.512 3.021
FrenchYoruba33 9.918 27.073 11.421 24.079 7.323 4.478 2.782 9.011 7.201 7.483 11.426 37.771 7.004 2.602 15.848 21.736 4.960 6.376 2.542 11.499 2.387 10.104 9.805 6.993 3.732 3.070
FrenchYoruba34 10.908 18.637 20.354 22.202 5.250 4.796 3.972 9.288 5.675 7.979 12.803 45.593 6.909 1.897 17.603 18.112 5.283 5.311 2.416 11.334 2.058 7.916 8.251 8.024 3.993 2.060
FrenchYoruba35 9.573 19.694 15.862 22.761 6.279 5.027 2.372 10.531 6.007 7.791 11.195 37.316 8.530 2.182 16.795 22.445 5.990 4.901 3.044 10.224 2.443 13.600 9.489 7.123 5.366 2.083
FrenchYoruba36 8.878 31.167 17.703 20.855 6.881 3.228 3.723 8.460 4.808 7.169 10.752 39.292 7.505 1.949 18.924 21.359 4.664 5.750 2.729 13.675 2.096 8.476 6.982 7.226 3.032 1.338
FrenchYoruba37 9.149 32.452 19.784 17.065 6.026 4.768 4.900 8.997 5.904 7.396 9.684 50.850 6.960 2.389 17.942 17.144 4.560 3.362 2.681 10.895 2.143 7.074 6.727 4.184 3.602 1.984
FrenchYoruba38 9.510 18.261 14.227 24.901 8.994 5.137 2.413 8.836 5.618 7.982 10.824 39.432 6.361 2.219 21.802 21.139 6.723 7.842 2.664 9.652 2.005 10.183 9.437 5.295 4.198 2.964
FrenchYoruba39 11.836 21.321 13.596 22.888 7.343 6.186 3.370 8.701 5.337 7.227 13.595 32.147 6.485 2.119 25.258 20.030 6.288 7.172 2.943 10.535 1.917 10.256 10.129 5.265 4.460 2.215
FrenchYoruba40 8.584 22.562 17.156 22.634 6.737 4.270 2.870 9.088 5.933 7.652 12.872 39.727 9.791 2.368 21.369 19.058 5.304 5.455 2.918 10.553 2.337 8.393 9.165 5.435 3.927 2.463
FrenchYoruba41 10.229 22.670 18.426 22.562 8.080 5.797 1.446 9.257 6.157 8.079 10.273 33.734 6.534 1.758 19.791 22.345 5.430 7.281 2.779 11.550 2.105 9.878 8.743 7.869 3.367 2.482
FrenchYoruba42 9.411 21.902 16.201 22.261 5.267 4.191 2.080 9.984 6.177 7.460 11.196 48.925 7.220 2.601 14.445 17.310 5.045 6.286 3.400 11.278 2.592 8.794 11.065 4.840 5.699 2.994
FrenchYoruba43 10.246 17.537 15.101 23.138 7.364 6.430 1.436 10.881 7.288 8.231 12.115 35.034 8.359 3.455 16.885 24.886 5.194 6.275 2.811 10.160 2.275 10.948 10.549 5.535 3.802 2.688
FrenchYoruba44 10.757 21.210 17.811 22.520 5.892 7.596 3.253 9.792 7.095 7.667 11.299 54.353 6.334 2.539 12.635 16.459 4.797 4.197 2.566 10.405 2.123 7.563 8.242 5.559 3.906 2.054
FrenchYoruba45 8.995 30.103 17.792 18.687 5.636 4.268 4.786 9.457 5.704 7.642 12.315 50.075 6.856 2.652 15.373 16.921 4.351 5.871 2.932 9.657 2.132 7.600 9.280 4.001 3.659 1.877
FrenchYoruba46 9.469 25.798 17.630 21.439 6.762 4.142 2.474 9.615 6.493 8.321 12.509 41.094 7.046 2.116 18.864 17.179 6.480 3.048 2.564 9.229 3.264 6.974 10.453 6.519 5.866 3.276
FrenchYoruba47 10.254 23.201 14.426 19.648 7.572 6.661 3.204 8.846 4.035 7.751 14.796 41.997 8.130 1.988 15.236 22.159 4.705 3.971 2.982 11.101 3.100 10.752 8.798 6.695 3.528 3.086
FrenchYoruba48 9.544 14.334 15.926 22.652 7.655 6.378 2.816 8.470 7.772 7.338 14.627 32.724 7.956 1.996 22.757 23.206 5.969 8.218 2.957 10.261 2.316 7.281 9.400 7.579 5.743 2.745
FrenchYoruba49 10.435 22.210 11.323 21.620 6.428 4.347 2.723 8.957 5.602 7.775 14.123 34.360 7.177 2.248 18.291 31.604 5.845 7.376 2.580 10.360 1.812 8.335 10.192 6.689 4.613 1.598
FrenchYoruba50 8.524 24.344 15.763 18.918 7.095 4.516 3.076 9.219 5.166 8.092 13.394 43.699 7.830 2.316 22.090 20.623 4.801 4.873 2.520 9.486 1.969 10.248 7.939 5.454 3.818 2.850
FrenchYoruba51 9.352 22.126 19.544 25.575 5.527 3.301 2.886 8.540 4.408 7.205 11.121 40.892 6.951 1.895 17.671 22.166 7.285 5.020 2.686 12.680 1.941 9.238 9.386 5.330 4.198 1.700
FrenchYoruba52 11.003 26.122 18.096 23.654 5.972 3.659 2.481 8.425 6.517 7.970 12.009 40.730 7.362 1.841 16.798 17.405 6.672 5.496 2.397 10.430 1.963 9.494 7.991 8.065 3.633 2.438
FrenchYoruba53 13.018 14.589 18.813 22.363 8.221 5.223 1.669 8.906 7.348 8.038 11.973 26.324 7.000 1.892 23.765 24.513 6.348 5.429 2.747 15.693 2.775 10.471 10.365 4.682 4.572 1.887
FrenchYoruba54 10.038 27.298 18.014 20.368 6.967 3.113 3.994 8.692 5.055 7.494 10.719 52.638 6.802 2.227 16.257 18.301 5.976 3.800 2.338 9.293 2.493 6.820 7.597 6.274 4.193 1.863
FrenchYoruba55 8.383 28.146 21.302 22.194 5.311 4.915 2.307 8.254 4.243 7.017 9.736 52.557 6.169 2.330 16.904 16.828 4.916 5.399 2.913 10.147 1.884 8.255 8.154 4.720 3.710 1.927
FrenchYoruba56 9.668 18.550 16.405 22.835 9.500 4.841 2.882 9.262 9.682 7.542 10.697 34.987 7.134 2.198 16.546 20.863 6.528 6.368 3.066 12.047 2.044 10.797 9.866 6.627 4.834 2.853
FrenchYoruba57 10.064 28.135 18.987 21.972 5.830 3.683 2.287 9.876 6.029 7.869 11.186 46.603 7.101 2.607 16.305 18.310 4.733 4.842 3.110 9.351 1.775 8.364 8.225 4.777 3.895 2.709
FrenchYoruba58 10.726 12.820 10.989 27.403 5.807 7.992 1.799 10.413 5.596 7.751 11.687 25.828 6.844 2.623 23.868 25.329 4.987 8.884 2.781 15.133 2.143 9.330 10.997 6.101 7.681 3.113
FrenchYoruba59 9.750 20.014 19.494 22.389 7.485 5.179 2.975 9.151 5.839 7.063 11.625 47.814 6.561 2.154 14.668 18.941 5.752 5.041 2.653 9.645 2.056 9.228 9.209 5.937 5.218 2.781
FrenchYoruba60 12.088 20.287 11.199 21.048 8.593 6.431 3.125 9.016 6.274 7.217 12.970 41.398 7.017 2.056 16.718 22.096 6.290 8.592 2.508 11.467 2.229 10.291 9.322 4.592 4.027 1.771
FrenchYoruba61 10.964 23.792 16.536 19.198 5.981 5.253 2.228 9.461 4.808 7.884 12.790 41.665 7.229 2.228 20.825 17.901 6.749 3.916 2.788 12.510 2.204 10.177 9.839 5.287 4.564 1.847
FrenchYoruba62 8.509 23.550 20.628 23.118 4.932 4.323 3.478 10.342 5.384 8.921 11.939 42.596 6.330 2.491 16.201 19.449 6.929 5.246 3.131 9.937 2.293 7.251 9.122 4.697 5.109 2.719
FrenchYoruba63 11.844 23.969 19.042 19.994 7.409 3.753 2.765 8.106 5.672 7.135 10.973 47.525 6.904 2.033 15.660 17.824 7.754 6.882 2.137 10.812 2.215 7.571 8.920 4.753 3.592 3.380
FrenchYoruba64 11.808 15.050 13.751 26.376 6.897 6.670 1.524 9.229 8.919 8.052 14.584 28.352 7.246 2.480 18.869 22.025 7.455 7.951 2.920 11.723 2.477 10.472 10.685 5.672 4.835 2.600
FrenchYoruba65 11.164 20.791 16.770 24.864 8.103 3.516 3.768 9.957 5.059 7.828 11.631 37.585 6.287 1.889 20.228 21.816 6.214 6.241 2.416 11.610 1.789 8.209 8.108 5.968 4.183 2.630
FrenchYoruba66 12.076 19.045 19.566 22.701 7.021 3.546 2.052 9.056 8.428 7.852 11.288 44.932 6.765 2.087 16.476 18.971 7.143 6.594 2.697 9.789 1.812 7.613 8.123 5.863 3.451 3.676
FrenchYoruba67 10.069 20.173 13.102 26.910 8.129 4.426 1.931 9.445 7.398 8.340 10.547 37.991 7.183 2.171 18.880 22.090 5.338 4.773 3.314 10.603 2.107 10.511 9.938 4.174 5.327 3.752
FrenchYoruba68 10.154 25.415 21.771 21.613 5.854 5.281 2.157 9.331 3.543 8.402 10.636 48.077 6.469 2.369 15.993 16.487 5.841 3.901 2.836 10.045 2.020 8.334 8.645 5.947 4.659 2.843
FrenchYoruba69 7.969 23.207 19.331 20.393 6.227 4.475 4.301 8.070 5.230 7.542 11.981 47.358 7.002 2.176 16.831 19.421 4.337 3.018 2.870 11.159 2.994 10.531 9.501 5.425 4.770 2.505
FrenchYoruba70 9.326 23.873 12.518 25.643 6.668 5.274 1.507 9.389 6.550 8.378 12.175 34.556 7.840 2.876 18.852 20.009 5.942 6.379 3.353 11.790 2.792 10.005 9.763 5.908 5.208 2.048
FrenchYoruba71 9.736 19.954 13.296 21.617 7.288 5.360 2.377 9.571 8.222 7.705 11.710 35.541 7.387 2.242 21.113 20.583 4.798 6.118 2.594 12.060 2.019 11.748 9.429 8.469 4.715 2.970
FrenchYoruba72 9.493 20.500 19.786 21.184 7.063 6.408 4.117 9.297 4.387 7.978 11.735 39.091 7.473 2.751 19.090 20.707 4.751 5.633 2.961 11.705 2.415 10.469 8.317 4.973 4.064 2.276
FrenchYoruba73 10.173 24.674 14.535 20.257 5.869 5.999 3.039 10.053 4.987 7.738 10.566 42.885 7.245 2.805 19.323 17.522 6.778 8.380 2.919 11.208 2.181 7.918 9.054 5.997 4.595 1.922
FrenchYoruba74 10.289 25.614 15.690 25.708 6.091 5.455 3.018 9.713 6.000 7.593 13.111 39.763 7.506 2.304 17.342 18.540 3.721 4.099 2.551 10.571 2.088 9.062 10.159 5.501 3.851 3.283
FrenchYoruba75 11.047 20.986 12.315 27.660 6.016 6.655 2.223 10.282 8.410 8.067 10.459 35.139 8.254 2.264 19.929 19.757 5.312 3.397 2.419 11.016 3.381 10.017 9.227 7.859 4.450 2.082
FrenchYoruba76 8.338 25.124 21.128 21.466 6.095 4.351 4.946 7.952 5.830 6.617 11.957 47.857 8.176 1.968 17.040 17.812 4.370 3.933 2.662 9.621 2.368 8.940 7.943 4.421 4.925 2.784
FrenchYoruba77 9.260 22.006 19.737 22.087 5.933 4.071 4.274 10.604 7.653 7.774 12.010 43.716 6.749 2.289 17.161 18.030 5.139 4.370 3.132 9.633 1.987 8.803 9.502 4.626 4.486 3.592
FrenchYoruba78 10.266 25.328 16.592 22.409 6.271 4.148 4.175 8.596 3.724 7.855 9.954 45.851 7.206 2.360 19.882 20.486 5.592 3.175 2.493 9.541 2.097 10.060 7.380 4.344 5.557 3.283
FrenchYoruba79 8.311 29.190 19.913 19.783 6.321 3.255 2.526 8.601 5.306 7.826 10.020 46.748 6.159 2.565 15.283 22.028 4.476 7.497 2.764 10.181 1.950 7.536 7.860 5.301 3.801 3.419
FrenchYoruba80 8.899 20.376 17.710 24.796 5.537 6.682 4.935 9.223 4.166 7.527 13.993 42.981 5.701 2.006 18.353 18.888 4.472 5.701 2.461 11.499 2.114 9.787 9.082 5.000 4.322 2.412
FrenchYoruba81 9.265 28.283 17.856 20.138 6.714 5.086 3.113 10.029 4.580 8.280 11.387 49.824 6.855 2.140 14.890 18.555 5.219 5.245 2.501 9.181 1.851 8.966 7.782 5.356 3.607 1.922
FrenchYoruba82 11.059 21.533 18.874 21.650 5.883 8.726 3.081 8.839 5.327 8.381 11.540 32.358 6.009 2.766 19.250 20.476 5.344 6.511 2.877 13.722 2.043 10.940 8.076 6.527 4.003 2.831
FrenchYoruba83 9.254 14.114 15.218 29.334 9.358 4.965 3.061 8.641 7.028 8.383 10.481 37.460 6.996 2.053 21.436 23.050 6.474 4.394 2.423 11.207 1.989 8.879 9.896 5.229 4.759 2.544
FrenchYoruba84 9.698 24.330 20.288 22.038 7.005 4.873 1.873 9.072 6.825 6.406 12.482 40.450 7.192 2.137 15.514 19.495 5.992 4.979 2.743 13.835 1.775 9.275 7.654 5.814 4.514 2.365
FrenchYoruba85 12.258 18.839 12.616 25.518 5.492 4.822 1.922 9.340 6.160 7.416 12.084 39.550 7.500 2.404 22.397 22.291 6.308 4.311 2.716 9.702 2.481 9.325 9.156 6.729 4.904 2.381
FrenchYoruba86 8.809 22.478 17.135 26.942 5.894 4.456 3.631 8.301 5.571 7.901 11.020 42.992 6.346 1.639 16.651 18.223 5.641 6.213 2.792 13.138 1.883 8.359 9.094 6.870 3.919 2.725
FrenchYoruba87 9.285 27.537 13.406 24.197 5.079 4.681 3.683 8.350 5.419 7.935 11.090 40.799 7.640 2.044 18.336 23.194 5.561 3.936 2.563 11.405 1.831 9.711 8.898 5.858 4.008 2.175
FrenchYoruba88 9.171 22.775 17.521 25.060 6.602 4.144 1.627 9.365 3.683 7.381 10.834 32.128 6.967 1.861 23.815 23.057 7.549 6.875 2.994 10.457 2.128 9.631 10.470 4.502 4.951 3.075
